,NOC,Year,Medal,Event_Count,Cluster1,Cluster2,Cluster3,Cluster4,Cluster5,Cluster6,Cluster7,Cluster8,Cluster9,Male_Percentage,is_Host?
163,AUS,1976,6,115,0,0,0,0,2,1,0,0,3,74.08759124087592,0.0
164,AUS,1980,15,92,0,0,0,0,0,15,0,0,0,68.94736842105263,0.0
165,AUS,1984,40,137,0,0,0,0,0,36,0,0,4,67.35905044510386,0.0
166,AUS,1988,26,145,0,0,0,0,3,16,0,0,7,69.02654867256636,0.0
167,AUS,1992,48,153,0,0,0,0,2,26,0,0,20,58.71794871794872,0.0
168,AUS,1996,64,211,0,2,1,0,4,42,0,0,15,55.81818181818182,0.0
169,AUS,2000,111,270,0,5,1,8,8,61,2,0,26,53.299492385786806,1.0
170,AUS,2004,95,219,0,2,2,3,11,50,2,0,25,54.409317803660564,0.0
171,AUS,2008,87,219,0,2,1,0,6,63,3,0,12,52.45614035087719,0.0
172,AUS,2012,65,208,0,1,0,0,3,39,1,0,21,52.723735408560316,0.0
173,AUS,2016,56,194,0,0,0,1,1,38,3,0,13,49.22779922779923,0.0
174,AUS,2020,85,220,0,8,0,0,3,52,8,0,14,46.39498432601881,0.0
175,AUS,2024,102,234,0,9,0,0,2,54,20,0,17,43.759630200308166,0.0
176,AUT,1896,10,8,0,0,0,0,0,5,0,0,5,100.0,0.0
177,AUT,1900,9,17,0,0,0,0,0,9,0,0,0,100.0,0.0
178,AUT,1904,9,7,0,0,0,0,0,9,0,0,0,100.0,0.0
179,AUT,1906,18,46,0,0,0,0,1,17,0,0,0,0.0,0.0
180,AUT,1908,1,10,0,0,0,0,0,1,0,0,0,100.0,0.0
181,AUT,1912,6,46,0,0,0,0,0,4,0,0,2,92.42424242424242,0.0
182,AUT,1924,7,27,0,0,0,0,0,7,0,0,0,94.64285714285714,0.0
183,AUT,1928,10,39,0,0,0,0,0,7,0,0,3,93.33333333333333,0.0
184,AUT,1932,8,14,0,0,0,0,0,8,0,0,0,86.36363636363636,0.0
185,AUT,1936,33,105,0,0,0,0,0,24,0,0,9,92.69005847953217,0.0
186,AUT,1948,11,79,0,0,0,0,0,6,0,0,5,81.81818181818183,0.0
187,AUT,1952,3,70,0,0,0,0,0,3,0,0,0,70.58823529411765,0.0
188,AUT,1956,2,36,0,0,0,0,0,2,0,0,0,91.22807017543859,0.0
189,AUT,1960,5,81,0,0,0,0,0,5,0,0,0,72.72727272727273,0.0
190,AUT,1964,0,54,0,0,0,0,0,0,0,0,0,74.39024390243902,0.0
191,AUT,1968,6,37,0,0,0,0,0,4,0,0,2,81.35593220338984,0.0
192,AUT,1972,4,68,0,0,0,0,0,4,0,0,0,85.3146853146853,0.0
193,AUT,1976,1,44,0,0,0,0,0,1,0,0,0,91.78082191780823,0.0
194,AUT,1980,8,51,0,0,0,0,0,1,0,0,7,78.26086956521739,0.0
195,AUT,1984,6,72,0,0,0,0,0,6,0,0,0,68.46153846153847,0.0
196,AUT,1988,3,62,0,0,0,0,0,3,0,0,0,90.625,0.0
197,AUT,1992,4,68,0,0,0,0,0,2,0,0,2,69.29133858267717,0.0
198,AUT,1996,4,53,0,0,0,0,0,4,0,0,0,77.17391304347827,0.0
199,AUT,2000,8,68,0,0,0,0,0,2,0,0,6,60.526315789473685,0.0
200,AUT,2004,15,56,0,0,0,0,0,7,3,0,5,71.73913043478261,0.0
201,AUT,2008,4,62,0,0,0,0,0,4,0,0,0,59.13978494623656,0.0
202,AUT,2012,0,69,0,0,0,0,0,0,0,0,0,57.77777777777777,0.0
203,AUT,2016,1,61,0,0,0,0,0,0,0,0,1,52.94117647058824,0.0
204,AUT,2020,10,72,0,0,0,0,2,5,0,0,3,46.601941747572816,0.0
205,AUT,2024,9,81,0,0,0,0,2,1,0,0,6,55.371900826446286,0.0
206,AZE,1996,2,23,0,0,0,0,0,2,0,0,0,83.33333333333334,0.0
207,AZE,2000,7,32,0,0,0,0,0,7,0,0,0,78.125,0.0
208,AZE,2004,7,36,0,0,0,0,0,7,0,0,0,81.08108108108108,0.0
209,AZE,2008,11,37,0,0,0,0,0,11,0,0,0,68.18181818181817,0.0
210,AZE,2012,16,57,0,0,0,0,0,16,0,0,0,72.88135593220339,0.0
211,AZE,2016,27,62,0,0,0,5,0,22,0,0,0,76.81159420289855,0.0
212,AZE,2020,10,51,0,0,0,0,4,6,0,0,0,63.63636363636363,0.0
213,AZE,2024,13,42,0,0,0,2,0,11,0,0,0,59.183673469387756,0.0
214,BAH,1952,0,3,0,0,0,0,0,0,0,0,0,100.0,0.0
215,BAH,1956,1,4,0,0,0,0,0,0,0,0,1,100.0,0.0
216,BAH,1960,0,8,0,0,0,0,0,0,0,0,0,100.0,0.0
217,BAH,1964,3,6,0,0,0,0,0,0,0,0,3,100.0,0.0
218,BAH,1968,0,12,0,0,0,0,0,0,0,0,0,100.0,0.0
219,BAH,1972,0,13,0,0,0,0,0,0,0,0,0,96.0,0.0
220,BAH,1976,0,13,0,0,0,0,0,0,0,0,0,89.47368421052632,0.0
221,BAH,1984,0,23,0,0,0,0,0,0,0,0,0,74.19354838709677,0.0
222,BAH,1988,0,15,0,0,0,0,0,0,0,0,0,72.22222222222221,0.0
223,BAH,1992,1,13,0,0,0,0,0,1,0,0,0,83.33333333333334,0.0
224,BAH,1996,2,17,0,0,0,0,0,2,0,0,0,63.888888888888886,0.0
225,BAH,2000,7,18,0,0,0,0,0,7,0,0,0,61.53846153846154,0.0
226,BAH,2004,4,18,0,0,0,0,0,4,0,0,0,57.14285714285714,0.0
227,BAH,2008,3,22,0,0,0,0,0,3,0,0,0,66.66666666666666,0.0
228,BAH,2012,3,16,0,0,0,0,0,3,0,0,0,55.172413793103445,0.0
229,BAH,2016,4,20,0,0,0,0,0,4,0,0,0,55.26315789473685,0.0
230,BAH,2020,6,12,0,0,0,0,0,6,0,0,0,31.818181818181817,0.0
231,BAH,2024,0,13,0,0,0,0,0,0,0,0,0,57.14285714285714,0.0
232,BAN,1984,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0
233,BAN,1988,0,8,0,0,0,0,0,0,0,0,0,0.0,0.0
234,BAN,1992,0,6,0,0,0,0,0,0,0,0,0,0.0,0.0
235,BAN,1996,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0
236,BAN,2000,0,6,0,0,0,0,0,0,0,0,0,0.0,0.0
237,BAN,2004,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0
238,BAN,2008,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0
239,BAN,2012,0,7,0,0,0,0,0,0,0,0,0,0.0,0.0
240,BAN,2016,0,7,0,0,0,0,0,0,0,0,0,0.0,0.0
241,BAN,2020,0,7,0,0,0,0,0,0,0,0,0,0.0,0.0
242,BAN,2024,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0
243,BAR,1968,0,10,0,0,0,0,0,0,0,0,0,100.0,0.0
244,BAR,1972,0,13,0,0,0,0,0,0,0,0,0,60.0,0.0
245,BAR,1976,0,11,0,0,0,0,0,0,0,0,0,82.35294117647058,0.0
246,BAR,1984,0,16,0,0,0,0,0,0,0,0,0,88.0,0.0
247,BAR,1988,0,20,0,0,0,0,0,0,0,0,0,92.3076923076923,0.0
248,BAR,1992,0,17,0,0,0,0,0,0,0,0,0,90.9090909090909,0.0
249,BAR,1996,0,21,0,0,0,0,0,0,0,0,0,86.36363636363636,0.0
250,BAR,2000,1,21,0,0,0,0,0,1,0,0,0,64.28571428571429,0.0
251,BAR,2004,0,15,0,0,0,0,0,0,0,0,0,93.33333333333333,0.0
252,BAR,2008,0,10,0,0,0,0,0,0,0,0,0,80.0,0.0
253,BAR,2012,0,6,0,0,0,0,0,0,0,0,0,100.0,0.0
254,BAR,2016,0,11,0,0,0,0,0,0,0,0,0,61.53846153846154,0.0
255,BAR,2020,0,9,0,0,0,0,0,0,0,0,0,55.55555555555556,0.0
256,BAR,2024,0,4,0,0,0,0,0,0,0,0,0,50.0,0.0
257,BDI,1996,3,6,0,0,0,0,0,3,0,0,0,85.71428571428571,0.0
258,BDI,2000,0,5,0,0,0,0,0,0,0,0,0,83.33333333333334,0.0
259,BDI,2004,0,5,0,0,0,0,0,0,0,0,0,71.42857142857143,0.0
260,BDI,2008,0,3,0,0,0,0,0,0,0,0,0,33.33333333333333,0.0
261,BDI,2012,0,6,0,0,0,0,0,0,0,0,0,33.33333333333333,0.0
262,BDI,2016,2,9,0,0,0,0,0,2,0,0,0,60.0,0.0
263,BDI,2020,0,7,0,0,0,0,0,0,0,0,0,42.857142857142854,0.0
264,BDI,2024,0,7,0,0,0,0,0,0,0,0,0,50.0,0.0
265,BEL,1900,33,31,0,0,0,14,0,8,0,0,11,100.0,0.0
266,BEL,1906,13,22,0,0,0,0,0,12,0,0,1,0.0,0.0
267,BEL,1908,13,33,0,0,0,0,0,10,0,0,3,100.0,0.0
268,BEL,1912,10,23,0,0,0,0,0,9,0,0,1,98.61111111111111,0.0
269,BEL,1920,73,121,0,0,0,28,1,15,0,0,29,96.52509652509652,1.0
270,BEL,1924,26,82,0,0,0,0,0,18,0,0,8,95.6896551724138,0.0
271,BEL,1928,4,90,0,0,0,0,0,4,0,0,0,93.33333333333333,0.0
272,BEL,1932,1,10,0,0,0,0,0,0,0,0,1,82.92682926829268,0.0
273,BEL,1936,3,72,0,0,0,0,0,1,0,0,2,97.23756906077348,0.0
274,BEL,1948,13,77,0,0,0,0,0,7,0,0,6,87.22222222222223,0.0
275,BEL,1952,8,74,0,0,0,0,0,2,0,0,6,95.6043956043956,0.0
276,BEL,1956,4,39,0,0,0,0,0,2,0,0,2,93.90243902439023,0.0
277,BEL,1960,6,64,0,0,0,0,0,2,0,0,4,86.48648648648648,0.0
278,BEL,1964,7,36,0,0,0,0,0,3,0,0,4,93.24324324324324,0.0
279,BEL,1968,3,55,0,0,0,0,0,2,0,0,1,84.90566037735849,0.0
280,BEL,1972,4,51,0,0,0,0,0,4,0,0,0,92.45283018867924,0.0
281,BEL,1976,9,80,0,0,0,0,0,5,0,0,4,64.42953020134227,0.0
282,BEL,1980,3,51,0,0,0,0,0,3,0,0,0,64.28571428571429,0.0
283,BEL,1984,7,48,0,0,0,0,0,4,0,0,3,74.4186046511628,0.0
284,BEL,1988,2,65,0,0,0,0,0,2,0,0,0,58.82352941176471,0.0
285,BEL,1992,4,70,0,0,0,0,0,3,0,0,1,62.13592233009708,0.0
286,BEL,1996,12,55,0,0,0,0,0,10,0,0,2,65.4320987654321,0.0
287,BEL,2000,7,64,0,0,0,0,0,2,0,0,5,42.5531914893617,0.0
288,BEL,2004,5,41,0,0,0,0,0,1,0,0,4,62.857142857142854,0.0
289,BEL,2008,5,55,0,0,0,0,0,5,0,0,0,80.35714285714286,0.0
290,BEL,2012,4,71,0,0,0,0,0,3,0,0,1,65.49295774647888,0.0
291,BEL,2016,12,74,0,0,0,0,2,6,0,0,4,61.59420289855072,0.0
292,BEL,2020,14,80,0,3,0,0,3,5,0,0,3,47.56756756756757,0.0
293,BEL,2024,14,101,0,0,0,1,0,6,1,0,6,50.416666666666664,0.0
294,BEN,1972,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0
295,BEN,1980,0,17,0,0,0,0,0,0,0,0,0,0.0,0.0
296,BEN,1984,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0
297,BEN,1988,0,7,0,0,0,0,0,0,0,0,0,0.0,0.0
298,BEN,1992,0,6,0,0,0,0,0,0,0,0,0,0.0,0.0
299,BEN,1996,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0
300,BEN,2000,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0
301,BEN,2004,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0
302,BEN,2008,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0
303,BEN,2012,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0
304,BEN,2016,0,6,0,0,0,0,0,0,0,0,0,0.0,0.0
305,BEN,2020,0,7,0,0,0,0,0,0,0,0,0,0.0,0.0
306,BEN,2024,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0
307,BER,1936,0,4,0,0,0,0,0,0,0,0,0,100.0,0.0
308,BER,1948,0,13,0,0,0,0,0,0,0,0,0,82.14285714285714,0.0
309,BER,1952,0,6,0,0,0,0,0,0,0,0,0,66.66666666666666,0.0
310,BER,1956,0,1,0,0,0,0,0,0,0,0,0,100.0,0.0
311,BER,1960,0,4,0,0,0,0,0,0,0,0,0,100.0,0.0
312,BER,1964,0,2,0,0,0,0,0,0,0,0,0,100.0,0.0
313,BER,1968,0,4,0,0,0,0,0,0,0,0,0,100.0,0.0
314,BER,1972,0,4,0,0,0,0,0,0,0,0,0,100.0,0.0
315,BER,1976,1,12,0,0,0,0,0,1,0,0,0,95.0,0.0
316,BER,1984,0,10,0,0,0,0,0,0,0,0,0,92.3076923076923,0.0
317,BER,1988,0,12,0,0,0,0,0,0,0,0,0,92.85714285714286,0.0
318,BER,1992,0,20,0,0,0,0,0,0,0,0,0,68.96551724137932,0.0
319,BER,1996,0,9,0,0,0,0,0,0,0,0,0,80.0,0.0
320,BER,2000,0,6,0,0,0,0,0,0,0,0,0,71.42857142857143,0.0
321,BER,2004,0,7,0,0,0,0,0,0,0,0,0,50.0,0.0
322,BER,2008,0,6,0,0,0,0,0,0,0,0,0,33.33333333333333,0.0
323,BER,2012,0,7,0,0,0,0,0,0,0,0,0,62.5,0.0
324,BER,2016,0,8,0,0,0,0,0,0,0,0,0,50.0,0.0
325,BER,2020,3,2,0,0,0,0,0,0,3,0,0,50.0,0.0
326,BER,2024,0,7,0,0,0,0,0,0,0,0,0,50.0,0.0
327,BHU,1984,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0
328,BHU,1988,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0
329,BHU,1992,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0
330,BHU,1996,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0
331,BHU,2000,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0
332,BHU,2004,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0
333,BHU,2008,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0
334,BHU,2012,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0
335,BHU,2016,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0
336,BHU,2020,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0
337,BHU,2024,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0
